"","gutenberg_id","text"
"937",16,"ask each other's age, and so Wendy, who always liked to do the correct"
"938",16,"thing, asked Peter how old he was. It was not really a happy question to"
"939",16,"ask him; it was like an examination paper that asks grammar, when what"
"940",16,"you want to be asked is Kings of England."
"941",16,""
"942",16,"""I don't know,"" he replied uneasily, ""but I am quite young."" He really"
"943",16,"knew nothing about it, he had merely suspicions, but he said at a"
"944",16,"venture, ""Wendy, I ran away the day I was born."""
"945",16,""
"946",16,"Wendy was quite surprised, but interested; and she indicated in the"
"947",16,"charming drawing-room manner, by a touch on her night-gown, that he"
"948",16,"could sit nearer her."
"949",16,""
"950",16,"""It was because I heard father and mother,"" he explained in a low"
"951",16,"voice, ""talking about what I was to be when I became a man."" He was"
"952",16,"extraordinarily agitated now. ""I don't want ever to be a man,"" he said"
"953",16,"with passion. ""I want always to be a little boy and to have fun. So"
"954",16,"I ran away to Kensington Gardens and lived a long long time among the"
"955",16,"fairies."""
"956",16,""
"957",16,"She gave him a look of the most intense admiration, and he thought it"
"958",16,"was because he had run away, but it was really because he knew fairies."
"959",16,"Wendy had lived such a home life that to know fairies struck her as"
"960",16,"quite delightful. She poured out questions about them, to his surprise,"
"961",16,"for they were rather a nuisance to him, getting in his way and so on,"
"962",16,"and indeed he sometimes had to give them a hiding [spanking]. Still, he"
"963",16,"liked them on the whole, and he told her about the beginning of fairies."
"964",16,""
"965",16,"""You see, Wendy, when the first baby laughed for the first time, its"
"966",16,"laugh broke into a thousand pieces, and they all went skipping about,"
"967",16,"and that was the beginning of fairies."""
"968",16,""
"969",16,"Tedious talk this, but being a stay-at-home she liked it."
"970",16,""
"971",16,"""And so,"" he went on good-naturedly, ""there ought to be one fairy for"
"972",16,"every boy and girl."""
"973",16,""
"974",16,"""Ought to be? Isn't there?"""
"975",16,""
"976",16,"""No. You see children know such a lot now, they soon don't believe in"
"977",16,"fairies, and every time a child says, 'I don't believe in fairies,'"
"978",16,"there is a fairy somewhere that falls down dead."""
"979",16,""
"980",16,"Really, he thought they had now talked enough about fairies, and it"
"981",16,"struck him that Tinker Bell was keeping very quiet. ""I can't think where"
"982",16,"she has gone to,"" he said, rising, and he called Tink by name. Wendy's"
"983",16,"heart went flutter with a sudden thrill."
"984",16,""
"985",16,"""Peter,"" she cried, clutching him, ""you don't mean to tell me that there"
"986",16,"is a fairy in this room!"""
"987",16,""
"988",16,"""She was here just now,"" he said a little impatiently. ""You don't hear"
"989",16,"her, do you?"" and they both listened."
"990",16,""
"991",16,"""The only sound I hear,"" said Wendy, ""is like a tinkle of bells."""
"992",16,""
"993",16,"""Well, that's Tink, that's the fairy language. I think I hear her too."""
"994",16,""
"995",16,"The sound came from the chest of drawers, and Peter made a merry face."
"996",16,"No one could ever look quite so merry as Peter, and the loveliest of"
"997",16,"gurgles was his laugh. He had his first laugh still."
"998",16,""
"999",16,"""Wendy,"" he whispered gleefully, ""I do believe I shut her up in the"
"1000",16,"drawer!"""
"1001",16,""
"1002",16,"He let poor Tink out of the drawer, and she flew about the nursery"
"1003",16,"screaming with fury. ""You shouldn't say such things,"" Peter retorted."
"1004",16,"""Of course I'm very sorry, but how could I know you were in the drawer?"""
"1005",16,""
"1006",16,"Wendy was not listening to him. ""O Peter,"" she cried, ""if she would only"
"1007",16,"stand still and let me see her!"""
"1008",16,""
"1009",16,"""They hardly ever stand still,"" he said, but for one moment Wendy saw"
"1010",16,"the romantic figure come to rest on the cuckoo clock. ""O the lovely!"""
"1011",16,"she cried, though Tink's face was still distorted with passion."
"1012",16,""
"1013",16,"""Tink,"" said Peter amiably, ""this lady says she wishes you were her"
"1014",16,"fairy."""
"1015",16,""
"1016",16,"Tinker Bell answered insolently."
"1017",16,""
"1018",16,"""What does she say, Peter?"""
"1019",16,""
"1020",16,"He had to translate. ""She is not very polite. She says you are a great"
"1021",16,"[huge] ugly girl, and that she is my fairy."""
"1022",16,""
"1023",16,"He tried to argue with Tink. ""You know you can't be my fairy, Tink,"
"1024",16,"because I am an gentleman and you are a lady."""
"1025",16,""
"1026",16,"To this Tink replied in these words, ""You silly ass,"" and disappeared"
"1027",16,"into the bathroom. ""She is quite a common fairy,"" Peter explained"
"1028",16,"apologetically, ""she is called Tinker Bell because she mends the pots"
"1029",16,"and kettles [tinker = tin worker]."" [Similar to ""cinder"" plus ""elle"" to"
"1030",16,"get Cinderella]"
"1031",16,""
"1032",16,"They were together in the armchair by this time, and Wendy plied him"
"1033",16,"with more questions."
"1034",16,""
"1035",16,"""If you don't live in Kensington Gardens now--"""
"1036",16,""
"1037",16,"""Sometimes I do still."""
"1038",16,""
"1039",16,"""But where do you live mostly now?"""
"1040",16,""
"1041",16,"""With the lost boys."""
"1042",16,""
"1043",16,"""Who are they?"""
"1044",16,""
"1045",16,"""They are the children who fall out of their perambulators when the"
"1046",16,"nurse is looking the other way. If they are not claimed in seven"
"1047",16,"days they are sent far away to the Neverland to defray expenses. I'm"
"1048",16,"captain."""
"1049",16,""
"1050",16,"""What fun it must be!"""
"1051",16,""
"1052",16,"""Yes,"" said cunning Peter, ""but we are rather lonely. You see we have no"
"1053",16,"female companionship."""
"1054",16,""
"1055",16,"""Are none of the others girls?"""
"1056",16,""
"1057",16,"""Oh, no; girls, you know, are much too clever to fall out of their"
"1058",16,"prams."""
"1059",16,""
"1060",16,"This flattered Wendy immensely. ""I think,"" she said, ""it is perfectly"
"1061",16,"lovely the way you talk about girls; John there just despises us."""
"1062",16,""
"1063",16,"For reply Peter rose and kicked John out of bed, blankets and all; one"
"1064",16,"kick. This seemed to Wendy rather forward for a first meeting, and she"
"1065",16,"told him with spirit that he was not captain in her house. However,"
"1066",16,"John continued to sleep so placidly on the floor that she allowed him"
"1067",16,"to remain there. ""And I know you meant to be kind,"" she said, relenting,"
"1068",16,"""so you may give me a kiss."""
"1069",16,""
"1070",16,"For the moment she had forgotten his ignorance about kisses. ""I thought"
"1071",16,"you would want it back,"" he said a little bitterly, and offered to"
"1072",16,"return her the thimble."
"1073",16,""
"1074",16,"""Oh dear,"" said the nice Wendy, ""I don't mean a kiss, I mean a thimble."""
"1075",16,""
"1076",16,"""What's that?"""
"1077",16,""
"1078",16,"""It's like this."" She kissed him."
"1079",16,""
"1080",16,"""Funny!"" said Peter gravely. ""Now shall I give you a thimble?"""
"1081",16,""
"1082",16,"""If you wish to,"" said Wendy, keeping her head erect this time."
"1083",16,""
"1084",16,"Peter thimbled her, and almost immediately she screeched. ""What is it,"
"1085",16,"Wendy?"""
"1086",16,""
"1087",16,"""It was exactly as if someone were pulling my hair."""
"1088",16,""
"1089",16,"""That must have been Tink. I never knew her so naughty before."""
"1090",16,""
"1091",16,"And indeed Tink was darting about again, using offensive language."
"1092",16,""
"1093",16,"""She says she will do that to you, Wendy, every time I give you a"
"1094",16,"thimble."""
"1095",16,""
"1096",16,"""But why?"""
"1097",16,""
"1098",16,"""Why, Tink?"""
"1099",16,""
"1100",16,"Again Tink replied, ""You silly ass."" Peter could not understand why,"
"1101",16,"but Wendy understood, and she was just slightly disappointed when he"
"1102",16,"admitted that he came to the nursery window not to see her but to listen"
"1103",16,"to stories."
"1104",16,""
"1105",16,"""You see, I don't know any stories. None of the lost boys knows any"
"1106",16,"stories."""
"1107",16,""
"1108",16,"""How perfectly awful,"" Wendy said."
"1109",16,""
"1110",16,"""Do you know,"" Peter asked ""why swallows build in the eaves of houses?"
"1111",16,"It is to listen to the stories. O Wendy, your mother was telling you"
"1112",16,"such a lovely story."""
"1113",16,""
"1114",16,"""Which story was it?"""
"1115",16,""
"1116",16,"""About the prince who couldn't find the lady who wore the glass"
"1117",16,"slipper."""
"1118",16,""
"1119",16,"""Peter,"" said Wendy excitedly, ""that was Cinderella, and he found her,"
"1120",16,"and they lived happily ever after."""
"1121",16,""
"1122",16,"Peter was so glad that he rose from the floor, where they had been"
"1123",16,"sitting, and hurried to the window."
"1124",16,""
"1125",16,"""Where are you going?"" she cried with misgiving."
"1126",16,""
"1127",16,"""To tell the other boys."""
"1128",16,""
"1129",16,"""Don't go Peter,"" she entreated, ""I know such lots of stories."""
"1130",16,""
"1131",16,"Those were her precise words, so there can be no denying that it was she"
"1132",16,"who first tempted him."
"1133",16,""
"1134",16,"He came back, and there was a greedy look in his eyes now which ought to"
"1135",16,"have alarmed her, but did not."
"1136",16,""
"1137",16,"""Oh, the stories I could tell to the boys!"" she cried, and then Peter"
"1138",16,"gripped her and began to draw her toward the window."
"1139",16,""
"1140",16,"""Let me go!"" she ordered him."
"1141",16,""
"1142",16,"""Wendy, do come with me and tell the other boys."""
"1143",16,""
"1144",16,"Of course she was very pleased to be asked, but she said, ""Oh dear, I"
"1145",16,"can't. Think of mummy! Besides, I can't fly."""
"1146",16,""
"1147",16,"""I'll teach you."""
"1148",16,""
"1149",16,"""Oh, how lovely to fly."""
"1150",16,""
"1151",16,"""I'll teach you how to jump on the wind's back, and then away we go."""
"1152",16,""
"1153",16,"""Oo!"" she exclaimed rapturously."
"1154",16,""
"1155",16,"""Wendy, Wendy, when you are sleeping in your silly bed you might be"
"1156",16,"flying about with me saying funny things to the stars."""
"1157",16,""
"1158",16,"""Oo!"""
"1159",16,""
"1160",16,"""And, Wendy, there are mermaids."""
"1161",16,""
"1162",16,"""Mermaids! With tails?"""
"1163",16,""
"1164",16,"""Such long tails."""
"1165",16,""
"1166",16,"""Oh,"" cried Wendy, ""to see a mermaid!"""
"1167",16,""
"1168",16,"He had become frightfully cunning. ""Wendy,"" he said, ""how we should all"
"1169",16,"respect you."""
"1170",16,""
"1171",16,"She was wriggling her body in distress. It was quite as if she were"
"1172",16,"trying to remain on the nursery floor."
"1173",16,""
"1174",16,"But he had no pity for her."
"1175",16,""
"1176",16,"""Wendy,"" he said, the sly one, ""you could tuck us in at night."""
"1177",16,""
"1178",16,"""Oo!"""
"1179",16,""
"1180",16,"""None of us has ever been tucked in at night."""
"1181",16,""
"1182",16,"""Oo,"" and her arms went out to him."
"1183",16,""
"1184",16,"""And you could darn our clothes, and make pockets for us. None of us has"
"1185",16,"any pockets."""
"1186",16,""
"1187",16,"How could she resist. ""Of course it's awfully fascinating!"" she cried."
"1188",16,"""Peter, would you teach John and Michael to fly too?"""
"1189",16,""
"1190",16,"""If you like,"" he said indifferently, and she ran to John and Michael"
"1191",16,"and shook them. ""Wake up,"" she cried, ""Peter Pan has come and he is to"
"1192",16,"teach us to fly."""
"1193",16,""
"1194",16,"John rubbed his eyes. ""Then I shall get up,"" he said. Of course he was"
"1195",16,"on the floor already. ""Hallo,"" he said, ""I am up!"""
"1196",16,""
"1197",16,"Michael was up by this time also, looking as sharp as a knife with six"
"1198",16,"blades and a saw, but Peter suddenly signed silence. Their faces assumed"
"1199",16,"the awful craftiness of children listening for sounds from the grown-up"
"1200",16,"world. All was as still as salt. Then everything was right. No, stop!"
"1201",16,"Everything was wrong. Nana, who had been barking distressfully all the"
"1202",16,"evening, was quiet now. It was her silence they had heard."
"1203",16,""
"1204",16,"""Out with the light! Hide! Quick!"" cried John, taking command for the"
"1205",16,"only time throughout the whole adventure. And thus when Liza entered,"
"1206",16,"holding Nana, the nursery seemed quite its old self, very dark, and"
"1207",16,"you would have sworn you heard its three wicked inmates breathing"
"1208",16,"angelically as they slept. They were really doing it artfully from"
"1209",16,"behind the window curtains."
"1210",16,""
"1211",16,"Liza was in a bad temper, for she was mixing the Christmas puddings in"
"1212",16,"the kitchen, and had been drawn from them, with a raisin still on her"
"1213",16,"cheek, by Nana's absurd suspicions. She thought the best way of getting"
"1214",16,"a little quiet was to take Nana to the nursery for a moment, but in"
"1215",16,"custody of course."
"1216",16,""
"1217",16,"""There, you suspicious brute,"" she said, not sorry that Nana was in"
"1218",16,"disgrace. ""They are perfectly safe, aren't they? Every one of the little"
"1219",16,"angels sound asleep in bed. Listen to their gentle breathing."""
"1220",16,""
"1221",16,"Here Michael, encouraged by his success, breathed so loudly that they"
"1222",16,"were nearly detected. Nana knew that kind of breathing, and she tried to"
"1223",16,"drag herself out of Liza's clutches."
"1224",16,""
"1225",16,"But Liza was dense. ""No more of it, Nana,"" she said sternly, pulling"
"1226",16,"her out of the room. ""I warn you if you bark again I shall go straight"
"1227",16,"for master and missus and bring them home from the party, and then, oh,"
"1228",16,"won't master whip you, just."""
"1229",16,""
"1230",16,"She tied the unhappy dog up again, but do you think Nana ceased to bark?"
"1231",16,"Bring master and missus home from the party! Why, that was just what she"
"1232",16,"wanted. Do you think she cared whether she was whipped so long as her"
"1233",16,"charges were safe? Unfortunately Liza returned to her puddings, and"
"1234",16,"Nana, seeing that no help would come from her, strained and strained at"
"1235",16,"the chain until at last she broke it. In another moment she had burst"
"1236",16,"into the dining-room of 27 and flung up her paws to heaven, her most"
"1237",16,"expressive way of making a communication. Mr. and Mrs. Darling knew at"
"1238",16,"once that something terrible was happening in their nursery, and without"
"1239",16,"a good-bye to their hostess they rushed into the street."
"1240",16,""
"1241",16,"But it was now ten minutes since three scoundrels had been breathing"
"1242",16,"behind the curtains, and Peter Pan can do a great deal in ten minutes."
"1243",16,""
"1244",16,"We now return to the nursery."
"1245",16,""
"1246",16,"""It's all right,"" John announced, emerging from his hiding-place. ""I"
"1247",16,"say, Peter, can you really fly?"""
"1248",16,""
"1249",16,"Instead of troubling to answer him Peter flew around the room, taking"
"1250",16,"the mantelpiece on the way."
"1251",16,""
"1252",16,"""How topping!"" said John and Michael."
"1253",16,""
"1254",16,"""How sweet!"" cried Wendy."
"1255",16,""
"1256",16,"""Yes, I'm sweet, oh, I am sweet!"" said Peter, forgetting his manners"
"1257",16,"again."
"1258",16,""
"1259",16,"It looked delightfully easy, and they tried it first from the floor and"
"1260",16,"then from the beds, but they always went down instead of up."
"1261",16,""
"1262",16,"""I say, how do you do it?"" asked John, rubbing his knee. He was quite a"
"1263",16,"practical boy."
"1264",16,""
"1265",16,"""You just think lovely wonderful thoughts,"" Peter explained, ""and they"
"1266",16,"lift you up in the air."""
"1267",16,""
"1268",16,"He showed them again."
"1269",16,""
"1270",16,"""You're so nippy at it,"" John said, ""couldn't you do it very slowly"
"1271",16,"once?"""
"1272",16,""
"1273",16,"Peter did it both slowly and quickly. ""I've got it now, Wendy!"" cried"
"1274",16,"John, but soon he found he had not. Not one of them could fly an inch,"
"1275",16,"though even Michael was in words of two syllables, and Peter did not"
"1276",16,"know A from Z."
"1277",16,""
"1278",16,"Of course Peter had been trifling with them, for no one can fly unless"
"1279",16,"the fairy dust has been blown on him. Fortunately, as we have mentioned,"
"1280",16,"one of his hands was messy with it, and he blew some on each of them,"
"1281",16,"with the most superb results."
"1282",16,""
"1283",16,"""Now just wiggle your shoulders this way,"" he said, ""and let go."""
"1284",16,""
"1285",16,"They were all on their beds, and gallant Michael let go first. He did"
"1286",16,"not quite mean to let go, but he did it, and immediately he was borne"
"1287",16,"across the room."
"1288",16,""
"1289",16,"""I flewed!"" he screamed while still in mid-air."
"1290",16,""
"1291",16,"John let go and met Wendy near the bathroom."
"1292",16,""
"1293",16,"""Oh, lovely!"""
"1294",16,""
"1295",16,"""Oh, ripping!"""
"1296",16,""
"1297",16,"""Look at me!"""
"1298",16,""
"1299",16,"""Look at me!"""
"1300",16,""
"1301",16,"""Look at me!"""
"1302",16,""
"1303",16,"They were not nearly so elegant as Peter, they could not help kicking a"
"1304",16,"little, but their heads were bobbing against the ceiling, and there is"
"1305",16,"almost nothing so delicious as that. Peter gave Wendy a hand at first,"
"1306",16,"but had to desist, Tink was so indignant."
"1307",16,""
"1308",16,"Up and down they went, and round and round. Heavenly was Wendy's word."
"1309",16,""
"1310",16,"""I say,"" cried John, ""why shouldn't we all go out?"""
"1311",16,""
"1312",16,"Of course it was to this that Peter had been luring them."
"1313",16,""
"1314",16,"Michael was ready: he wanted to see how long it took him to do a billion"
"1315",16,"miles. But Wendy hesitated."
"1316",16,""
"1317",16,"""Mermaids!"" said Peter again."
"1318",16,""
"1319",16,"""Oo!"""
"1320",16,""
"1321",16,"""And there are pirates."""
"1322",16,""
"1323",16,"""Pirates,"" cried John, seizing his Sunday hat, ""let us go at once."""
"1324",16,""
"1325",16,"It was just at this moment that Mr. and Mrs. Darling hurried with Nana"
"1326",16,"out of 27. They ran into the middle of the street to look up at the"
"1327",16,"nursery window; and, yes, it was still shut, but the room was ablaze"
"1328",16,"with light, and most heart-gripping sight of all, they could see in"
"1329",16,"shadow on the curtain three little figures in night attire circling"
"1330",16,"round and round, not on the floor but in the air."
"1331",16,""
"1332",16,"Not three figures, four!"
"1333",16,""
"1334",16,"In a tremble they opened the street door. Mr. Darling would have rushed"
"1335",16,"upstairs, but Mrs. Darling signed him to go softly. She even tried to"
"1336",16,"make her heart go softly."
"1337",16,""
"1338",16,"Will they reach the nursery in time? If so, how delightful for them, and"
"1339",16,"we shall all breathe a sigh of relief, but there will be no story. On"
"1340",16,"the other hand, if they are not in time, I solemnly promise that it will"
"1341",16,"all come right in the end."
"1342",16,""
"1343",16,"They would have reached the nursery in time had it not been that the"
"1344",16,"little stars were watching them. Once again the stars blew the window"
"1345",16,"open, and that smallest star of all called out:"
"1346",16,""
"1347",16,"""Cave, Peter!"""
"1348",16,""
"1349",16,"Then Peter knew that there was not a moment to lose. ""Come,"" he cried"
"1350",16,"imperiously, and soared out at once into the night, followed by John and"
"1351",16,"Michael and Wendy."
"1352",16,""
"1353",16,"Mr. and Mrs. Darling and Nana rushed into the nursery too late. The"
"1354",16,"birds were flown."
"1355",16,""
"1356",16,""
"1357",16,""
"1358",16,""
"1359",16,"Chapter 4 THE FLIGHT"
"1360",16,""
"1361",16,"""Second to the right, and straight on till morning."""
"1362",16,""
"1363",16,"That, Peter had told Wendy, was the way to the Neverland; but even"
"1364",16,"birds, carrying maps and consulting them at windy corners, could not"
"1365",16,"have sighted it with these instructions. Peter, you see, just said"
"1366",16,"anything that came into his head."
"1367",16,""
"1368",16,"At first his companions trusted him implicitly, and so great were the"
"1369",16,"delights of flying that they wasted time circling round church spires or"
"1370",16,"any other tall objects on the way that took their fancy."
"1371",16,""
"1372",16,"John and Michael raced, Michael getting a start."
"1373",16,""
"1374",16,"They recalled with contempt that not so long ago they had thought"
"1375",16,"themselves fine fellows for being able to fly round a room."
"1376",16,""
"1377",16,"Not long ago. But how long ago? They were flying over the sea before"
"1378",16,"this thought began to disturb Wendy seriously. John thought it was their"
"1379",16,"second sea and their third night."
"1380",16,""
"1381",16,"Sometimes it was dark and sometimes light, and now they were very cold"
"1382",16,"and again too warm. Did they really feel hungry at times, or were they"
"1383",16,"merely pretending, because Peter had such a jolly new way of feeding"
"1384",16,"them? His way was to pursue birds who had food in their mouths suitable"
"1385",16,"for humans and snatch it from them; then the birds would follow and"
"1386",16,"snatch it back; and they would all go chasing each other gaily for"
"1387",16,"miles, parting at last with mutual expressions of good-will. But Wendy"
"1388",16,"noticed with gentle concern that Peter did not seem to know that this"
"1389",16,"was rather an odd way of getting your bread and butter, nor even that"
"1390",16,"there are other ways."
"1391",16,""
"1392",16,"Certainly they did not pretend to be sleepy, they were sleepy; and that"
"1393",16,"was a danger, for the moment they popped off, down they fell. The awful"
"1394",16,"thing was that Peter thought this funny."
"1395",16,""
"1396",16,"""There he goes again!"" he would cry gleefully, as Michael suddenly"
"1397",16,"dropped like a stone."
"1398",16,""
"1399",16,"""Save him, save him!"" cried Wendy, looking with horror at the cruel"
"1400",16,"sea far below. Eventually Peter would dive through the air, and catch"
"1401",16,"Michael just before he could strike the sea, and it was lovely the way"
"1402",16,"he did it; but he always waited till the last moment, and you felt it"
"1403",16,"was his cleverness that interested him and not the saving of human life."
"1404",16,"Also he was fond of variety, and the sport that engrossed him one moment"
"1405",16,"would suddenly cease to engage him, so there was always the possibility"
"1406",16,"that the next time you fell he would let you go."
"1407",16,""
"1408",16,"He could sleep in the air without falling, by merely lying on his back"
"1409",16,"and floating, but this was, partly at least, because he was so light"
"1410",16,"that if you got behind him and blew he went faster."
"1411",16,""
"1412",16,"""Do be more polite to him,"" Wendy whispered to John, when they were"
"1413",16,"playing ""Follow my Leader."""
"1414",16,""
"1415",16,"""Then tell him to stop showing off,"" said John."
"1416",16,""
"1417",16,"When playing Follow my Leader, Peter would fly close to the water and"
"1418",16,"touch each shark's tail in passing, just as in the street you may run"
"1419",16,"your finger along an iron railing. They could not follow him in this"
"1420",16,"with much success, so perhaps it was rather like showing off, especially"
"1421",16,"as he kept looking behind to see how many tails they missed."
"1422",16,""
"1423",16,"""You must be nice to him,"" Wendy impressed on her brothers. ""What could"
"1424",16,"we do if he were to leave us!"""
"1425",16,""
"1426",16,"""We could go back,"" Michael said."
"1427",16,""
"1428",16,"""How could we ever find our way back without him?"""
"1429",16,""
"1430",16,"""Well, then, we could go on,"" said John."
"1431",16,""
"1432",16,"""That is the awful thing, John. We should have to go on, for we don't"
"1433",16,"know how to stop."""
"1434",16,""
"1435",16,"This was true, Peter had forgotten to show them how to stop."
"1436",16,""
"1437",16,"John said that if the worst came to the worst, all they had to do was to"
"1438",16,"go straight on, for the world was round, and so in time they must come"
"1439",16,"back to their own window."
"1440",16,""
"1441",16,"""And who is to get food for us, John?"""
"1442",16,""
"1443",16,"""I nipped a bit out of that eagle's mouth pretty neatly, Wendy."""
"1444",16,""
"1445",16,"""After the twentieth try,"" Wendy reminded him. ""And even though we"
"1446",16,"became good at picking up food, see how we bump against clouds and things"
"1447",16,"if he is not near to give us a hand."""
"1448",16,""
"1449",16,"Indeed they were constantly bumping. They could now fly strongly, though"
"1450",16,"they still kicked far too much; but if they saw a cloud in front of"
"1451",16,"them, the more they tried to avoid it, the more certainly did they bump"
"1452",16,"into it. If Nana had been with them, she would have had a bandage round"
"1453",16,"Michael's forehead by this time."
"1454",16,""
"1455",16,"Peter was not with them for the moment, and they felt rather lonely up"
"1456",16,"there by themselves. He could go so much faster than they that he would"
"1457",16,"suddenly shoot out of sight, to have some adventure in which they had no"
"1458",16,"share. He would come down laughing over something fearfully funny he had"
"1459",16,"been saying to a star, but he had already forgotten what it was, or he"
"1460",16,"would come up with mermaid scales still sticking to him, and yet not be"
"1461",16,"able to say for certain what had been happening. It was really rather"
"1462",16,"irritating to children who had never seen a mermaid."
"1463",16,""
"1464",16,"""And if he forgets them so quickly,"" Wendy argued, ""how can we expect"
"1465",16,"that he will go on remembering us?"""
"1466",16,""
"1467",16,"Indeed, sometimes when he returned he did not remember them, at least"
"1468",16,"not well. Wendy was sure of it. She saw recognition come into his eyes"
"1469",16,"as he was about to pass them the time of day and go on; once even she"
"1470",16,"had to call him by name."
"1471",16,""
"1472",16,"""I'm Wendy,"" she said agitatedly."
"1473",16,""
"1474",16,"He was very sorry. ""I say, Wendy,"" he whispered to her, ""always if you"
"1475",16,"see me forgetting you, just keep on saying 'I'm Wendy,' and then I'll"
"1476",16,"remember."""
"1477",16,""
"1478",16,"Of course this was rather unsatisfactory. However, to make amends he"
"1479",16,"showed them how to lie out flat on a strong wind that was going their"
"1480",16,"way, and this was such a pleasant change that they tried it several"
"1481",16,"times and found that they could sleep thus with security. Indeed they"
"1482",16,"would have slept longer, but Peter tired quickly of sleeping, and soon"
"1483",16,"he would cry in his captain voice, ""We get off here."" So with occasional"
"1484",16,"tiffs, but on the whole rollicking, they drew near the Neverland; for"
"1485",16,"after many moons they did reach it, and, what is more, they had been"
"1486",16,"going pretty straight all the time, not perhaps so much owing to the"
"1487",16,"guidance of Peter or Tink as because the island was looking for them. It"
"1488",16,"is only thus that any one may sight those magic shores."
"1489",16,""
"1490",16,"""There it is,"" said Peter calmly."
"1491",16,""
"1492",16,"""Where, where?"""
"1493",16,""
"1494",16,"""Where all the arrows are pointing."""
"1495",16,""
"1496",16,"Indeed a million golden arrows were pointing it out to the children, all"
"1497",16,"directed by their friend the sun, who wanted them to be sure of their"
"1498",16,"way before leaving them for the night."
"1499",16,""
"1500",16,"Wendy and John and Michael stood on tip-toe in the air to get their"
"1501",16,"first sight of the island. Strange to say, they all recognized it at"
"1502",16,"once, and until fear fell upon them they hailed it, not as something"
"1503",16,"long dreamt of and seen at last, but as a familiar friend to whom they"
"1504",16,"were returning home for the holidays."
"1505",16,""
"1506",16,"""John, there's the lagoon."""
"1507",16,""
"1508",16,"""Wendy, look at the turtles burying their eggs in the sand."""
"1509",16,""
"1510",16,"""I say, John, I see your flamingo with the broken leg!"""
"1511",16,""
"1512",16,"""Look, Michael, there's your cave!"""
"1513",16,""
"1514",16,"""John, what's that in the brushwood?"""
"1515",16,""
"1516",16,"""It's a wolf with her whelps. Wendy, I do believe that's your little"
"1517",16,"whelp!"""
"1518",16,""
"1519",16,"""There's my boat, John, with her sides stove in!"""
"1520",16,""
"1521",16,"""No, it isn't. Why, we burned your boat."""
"1522",16,""
"1523",16,"""That's her, at any rate. I say, John, I see the smoke of the redskin"
"1524",16,"camp!"""
"1525",16,""
"1526",16,"""Where? Show me, and I'll tell you by the way smoke curls whether they"
"1527",16,"are on the war-path."""
"1528",16,""
"1529",16,"""There, just across the Mysterious River."""
"1530",16,""
"1531",16,"""I see now. Yes, they are on the war-path right enough."""
"1532",16,""
"1533",16,"Peter was a little annoyed with them for knowing so much, but if he"
"1534",16,"wanted to lord it over them his triumph was at hand, for have I not told"
"1535",16,"you that anon fear fell upon them?"
"1536",16,""
"1537",16,"It came as the arrows went, leaving the island in gloom."
"1538",16,""
"1539",16,"In the old days at home the Neverland had always begun to look a little"
"1540",16,"dark and threatening by bedtime. Then unexplored patches arose in it"
"1541",16,"and spread, black shadows moved about in them, the roar of the beasts of"
"1542",16,"prey was quite different now, and above all, you lost the certainty that"
"1543",16,"you would win. You were quite glad that the night-lights were on. You"
"1544",16,"even liked Nana to say that this was just the mantelpiece over here, and"
"1545",16,"that the Neverland was all make-believe."
"1546",16,""
"1547",16,"Of course the Neverland had been make-believe in those days, but it"
"1548",16,"was real now, and there were no night-lights, and it was getting darker"
"1549",16,"every moment, and where was Nana?"
"1550",16,""
"1551",16,"They had been flying apart, but they huddled close to Peter now. His"
"1552",16,"careless manner had gone at last, his eyes were sparkling, and a tingle"
"1553",16,"went through them every time they touched his body. They were now over"
"1554",16,"the fearsome island, flying so low that sometimes a tree grazed their"
"1555",16,"feet. Nothing horrid was visible in the air, yet their progress had"
"1556",16,"become slow and laboured, exactly as if they were pushing their way"
"1557",16,"through hostile forces. Sometimes they hung in the air until Peter had"
"1558",16,"beaten on it with his fists."
"1559",16,""
"1560",16,"""They don't want us to land,"" he explained."
"1561",16,""
"1562",16,"""Who are they?"" Wendy whispered, shuddering."
"1563",16,""
"1564",16,"But he could not or would not say. Tinker Bell had been asleep on his"
"1565",16,"shoulder, but now he wakened her and sent her on in front."
"1566",16,""
"1567",16,"Sometimes he poised himself in the air, listening intently, with his"
"1568",16,"hand to his ear, and again he would stare down with eyes so bright that"
"1569",16,"they seemed to bore two holes to earth. Having done these things, he"
"1570",16,"went on again."
"1571",16,""
"1572",16,"His courage was almost appalling. ""Would you like an adventure now,"" he"
"1573",16,"said casually to John, ""or would you like to have your tea first?"""
"1574",16,""
"1575",16,"Wendy said ""tea first"" quickly, and Michael pressed her hand in"
"1576",16,"gratitude, but the braver John hesitated."
"1577",16,""
"1578",16,"""What kind of adventure?"" he asked cautiously."
"1579",16,""
"1580",16,"""There's a pirate asleep in the pampas just beneath us,"" Peter told him."
"1581",16,"""If you like, we'll go down and kill him."""
"1582",16,""
"1583",16,"""I don't see him,"" John said after a long pause."
"1584",16,""
"1585",16,"""I do."""
"1586",16,""
"1587",16,"""Suppose,"" John said, a little huskily, ""he were to wake up."""
"1588",16,""
"1589",16,"Peter spoke indignantly. ""You don't think I would kill him while he was"
"1590",16,"sleeping! I would wake him first, and then kill him. That's the way I"
"1591",16,"always do."""
"1592",16,""
"1593",16,"""I say! Do you kill many?"""
"1594",16,""
"1595",16,"""Tons."""
"1596",16,""
